timestamp_utc,pool,chain,project,symbol,tvl_usd,apy,apy_base,apy_reward,score,candidate
2026-09-06T10:12:02+00:00,488f06db-5a36-450e-9ba9-b4321be39c7c,Ethereum,fluid-lite,USDC,46055284.0,6.51,0.0,0.0,55.49,NO
2026-09-06T10:12:02+00:00,0ed981dc-b49d-426d-ade5-6014728b1ef9,Ethereum,sparklend,USDS,242932017.0,2.31841,2.31841,0.0,55.4,NO
2026-09-06T10:12:02+00:00,71b34441-5a46-431b-a9b3-8c081cd0d74c,Ethereum,morpho-blue,GTUSDCP,88029798.0,4.28053,4.28053,0.0,55.13,NO
2026-09-06T10:12:02+00:00,c8a24fee-ec00-4f38-86c0-9f6daebc4225,Ethereum,sky-lending,SDAI,204352759.0,1.25,1.25,0.0,55.08,NO
2026-09-06T10:12:02+00:00,f981a304-bb6c-45b8-b0c5-fd2f515ad23a,Ethereum,aave-v3,USDT,173299456.0,3.85701,3.85701,0.0,54.22,NO
2026-09-06T10:12:02+00:00,2d3b68a8-33d3-47e0-a4c0-0bafef4b01d5,Base,morpho-blue,USDE,342150376.0,4.75,0.0,4.75,54.2,NO
2026-09-06T10:12:02+00:00,d73fcfed-a2ca-5314-a94b-a841982df77f,Ethereum,morpho-blue,PENDLEUSDC,58718333.0,6.23918,4.86307,1.37611,53.76,NO
2026-09-06T10:12:02+00:00,b55f43a8-f444-4cd8-a3a4-0a4e786ba566,Ethereum,morpho-blue,STEAKUSDC,68285569.0,4.06548,4.06548,0.0,53.46,NO
2026-09-06T10:50:59+00:00,d8c4eff5-c8a9-46fc-a888-057c4c668e72,Ethereum,sky-lending,SUSDS,4659165616.0,3.6,3.6,0.0,77.56,YES
2026-09-06T10:50:59+00:00,ba68527f-8ec2-4c55-827a-8f4673ae047c,Base,morpho-blue,STEAKUSDC,427247993.0,4.23436,4.23436,0.0,64.93,NO
