timestamp_utc,buy_dex,sell_dex,start_usdc,sol_bought,final_usdc,gross_profit_usdc,gross_bps,execution_buffer_bps,stressed_bps,candidate,buy_price_impact_pct,sell_price_impact_pct,buy_latency_ms,sell_latency_ms,buy_route,sell_route
2026-09-08T07:59:43+00:00,Raydium CLMM,Meteora DLMM,100.000000,0.971455692,99.963804,-0.036196,-3.620,20.000,-23.620,NO,0.022381,0.014718,65.5,101.4,Raydium CLMM,Meteora DLMM
2026-09-08T07:59:52+00:00,Meteora DLMM,Raydium CLMM,100.000000,0.971408303,99.940520,-0.059480,-5.948,20.000,-25.948,NO,0.011818,0.056832,80.3,87.7,Meteora DLMM,Raydium CLMM
2026-09-08T09:35:51+00:00,Raydium CLMM,Meteora DLMM,100.000000,0.966218268,99.971154,-0.028846,-2.885,20.000,-22.885,NO,0.018208,0.012718,45.1,80.4,Raydium CLMM,Meteora DLMM
2026-09-08T09:36:00+00:00,Meteora DLMM,Raydium CLMM,100.000000,0.966169786,99.943039,-0.056961,-5.696,20.000,-25.696,NO,0.013147,0.037491,45.0,42.9,Meteora DLMM,Raydium CLMM
2026-09-08T11:02:34+00:00,Raydium CLMM,Meteora DLMM,100.000000,0.966755283,99.948629,-0.051371,-5.137,20.000,-25.137,NO,0.026779,0.003328,45.9,38.2,Raydium CLMM,Meteora DLMM
2026-09-08T11:02:44+00:00,Meteora DLMM,Raydium CLMM,100.000000,0.967091711,99.970059,-0.029941,-2.994,20.000,-22.994,NO,0.016916,0.011522,32.3,34.2,Meteora DLMM,Raydium CLMM
2026-09-08T11:50:26+00:00,Raydium CLMM,Meteora DLMM,100.000000,0.972350010,99.952607,-0.047393,-4.739,20.000,-24.739,NO,0.032104,0.019379,97.5,81.4,Raydium CLMM,Meteora DLMM
2026-09-08T11:50:36+00:00,Meteora DLMM,Raydium CLMM,100.000000,0.972467738,99.933045,-0.066955,-6.695,20.000,-26.695,NO,0.034210,0.011411,82.1,141.3,Meteora DLMM,Raydium CLMM
2026-09-08T12:17:57+00:00,Raydium CLMM,Meteora DLMM,100.000000,0.973949504,99.939868,-0.060132,-6.013,20.000,-26.013,NO,0.037831,0.021904,133.2,137.3,Raydium CLMM,Meteora DLMM
2026-09-08T12:18:07+00:00,Meteora DLMM,Raydium CLMM,100.000000,0.974031556,99.943127,-0.056873,-5.687,20.000,-25.687,NO,0.007330,0.052707,149.5,148.8,Meteora DLMM,Raydium CLMM
2026-09-08T12:52:00+00:00,Raydium CLMM,Meteora DLMM,100.000000,0.969715296,99.957401,-0.042599,-4.260,20.000,-24.260,NO,0.015380,0.017744,92.4,73.0,Raydium CLMM,Meteora DLMM
2026-09-08T12:52:09+00:00,Meteora DLMM,Raydium CLMM,100.000000,0.969736688,99.948656,-0.051344,-5.134,20.000,-25.134,NO,0.022825,0.023799,80.1,77.2,Meteora DLMM,Raydium CLMM
2026-09-08T15:31:50+00:00,Raydium CLMM,Meteora DLMM,100.000000,0.966244817,99.966252,-0.033748,-3.375,20.000,-23.375,NO,0.009892,0.036059,36.7,44.0,Raydium CLMM,Meteora DLMM
2026-09-08T15:31:59+00:00,Meteora DLMM,Raydium CLMM,100.000000,0.966103238,99.950307,-0.049693,-4.969,20.000,-24.969,NO,0.000000,0.088701,53.2,103.0,Meteora DLMM,Raydium CLMM
2026-09-08T16:12:50+00:00,Raydium CLMM,Meteora DLMM,100.000000,0.963898554,99.961846,-0.038154,-3.815,20.000,-23.815,NO,0.007194,0.001438,146.8,95.9,Raydium CLMM,Meteora DLMM
2026-09-08T16:13:00+00:00,Meteora DLMM,Raydium CLMM,100.000000,0.964216972,99.961414,-0.038586,-3.859,20.000,-23.859,NO,0.031214,0.005009,186.0,181.4,Meteora DLMM,Raydium CLMM
2026-09-08T16:45:17+00:00,Raydium CLMM,Meteora DLMM,100.000000,0.957965320,99.962232,-0.037768,-3.777,20.000,-23.777,NO,0.007869,0.026378,120.3,94.7,Raydium CLMM,Meteora DLMM
2026-09-08T16:45:26+00:00,Meteora DLMM,Raydium CLMM,100.000000,0.958227261,99.938361,-0.061639,-6.164,20.000,-26.164,NO,0.034761,0.013844,135.2,64.0,Meteora DLMM,Raydium CLMM
2026-09-08T17:03:17+00:00,Raydium CLMM,Meteora DLMM,100.000000,0.958378741,99.944301,-0.055699,-5.570,20.000,-25.570,NO,0.053823,0.006170,72.5,85.9,Raydium CLMM,Meteora DLMM
2026-09-08T17:03:26+00:00,Meteora DLMM,Raydium CLMM,100.000000,0.958579559,99.967414,-0.032586,-3.259,20.000,-23.259,NO,0.000311,0.016367,50.3,57.2,Meteora DLMM,Raydium CLMM
2026-09-08T19:05:34+00:00,Raydium CLMM,Meteora DLMM,100.000000,0.965854965,99.955235,-0.044765,-4.477,20.000,-24.477,NO,0.028314,0.015488,36.3,25.2,Raydium CLMM,Meteora DLMM
